suite,name,spec,batch,length,weights,cls,s1_today,native_today,native_over_s1,s1_p16,native_p16,native_p16_over_today,s1_p16_over_today,s1_engine_today,s1_engine_p16,anchor_engine,anchor_over_s1_engine,cpu_today,cpu_anchor,cpu_anchor_over_today,check,s1_beats_cpu,native_beats_cpu,error_s1,error_native
suite106,big00-b32l128,bytes.emb.512|mgru.512,32,128,,big,10.2494,11.335,1.1059,10.3409,24.3835,2.1512,1.0089,,,,,,,,,,,,
suite106,big00-b8l256,bytes.emb.512|mgru.512,8,256,,big,17.419,17.4161,0.9998,17.5162,42.0271,2.4131,1.0056,,,,,,,,,,,,
suite106,big01-b32l128,bytes.emb.256|gru.256-gru.256-gru.256,32,128,,big,19.8234,19.9668,1.0072,19.8807,74.1426,3.7133,1.0029,,,,,,,,,,,,
suite106,big01-b8l256,bytes.emb.256|gru.256-gru.256-gru.256,8,256,,big,36.8465,36.5626,0.9923,37.1945,132.0656,3.612,1.0094,,,,,,,,,,,,
suite106,big02-b32l128,bytes|gru.512,32,128,,big,17.0285,17.0409,1.0007,17.1369,30.6189,1.7968,1.0064,,,,,,,,,,,,
suite106,big02-b8l256,bytes|gru.512,8,256,,big,32.0779,32.2074,1.004,32.2202,46.3738,1.4398,1.0044,,,,,,,,,,,,
suite106,big03-b32l128,bytes.emb.512|gru.512,32,128,,big,18.544,18.0953,0.9758,18.3466,31.7842,1.7565,0.9894,,,,,,,,,,,,
suite106,big03-b8l256,bytes.emb.512|gru.512,8,256,,big,32.626,33.0023,1.0115,32.7942,47.2655,1.4322,1.0052,,,,,,,,,,,,
suite106,big04-b32l128,"bytes.emb.512|split.add(gru.512, pass)",32,128,,big,18.9407,19.0774,1.0072,18.4171,31.8967,1.672,0.9724,,,,,,,,,,,,
suite106,big04-b8l256,"bytes.emb.512|split.add(gru.512, pass)",8,256,,big,32.6666,32.8147,1.0045,32.8334,47.5634,1.4495,1.0051,,,,,,,,,,,,
suite106,big05-b32l128,bytes.emb.512|gru.512-rmsnorm,32,128,,big,19.9306,23.5094,1.1796,19.1144,32.1078,1.3657,0.959,,,,,,,,,,,,
suite106,big05-b8l256,bytes.emb.512|gru.512-rmsnorm,8,256,,big,32.745,32.9267,1.0055,32.8936,47.567,1.4446,1.0045,,,,,,,,,,,,
suite106,big06-b32l128,bytes.emb.512|conv.4-gru.512,32,128,,big,19.738,19.6348,0.9948,19.2628,33.5472,1.7086,0.9759,,,,,,,,,,,,
suite106,big06-b8l256,bytes.emb.512|conv.4-gru.512,8,256,,big,32.9231,33.055,1.004,33.0734,48.4778,1.4666,1.0046,,,,,,,,,,,,
suite106,big07-b32l128,bytes.emb.512|dense.512.gelu-gru.512,32,128,,big,22.3782,19.5378,0.8731,20.2078,33.9393,1.7371,0.903,,,,,,,,,,,,
suite106,big07-b8l256,bytes.emb.512|dense.512.gelu-gru.512,8,256,,big,33.3538,33.2362,0.9965,33.9473,48.2401,1.4514,1.0178,,,,,,,,,,,,
suite106,big08-b32l128,bytes.emb.512|lstm.512,32,128,,big,27.213,27.3041,1.0033,27.4643,32.3782,1.1858,1.0092,,,,,,,,,,,,
suite106,big08-b8l256,bytes.emb.512|lstm.512,8,256,,big,43.2866,42.9667,0.9926,43.5694,52.1344,1.2134,1.0065,,,,,,,,,,,,
suite106,big09-b32l128,bytes.emb.1024|rnn.1024.tanh,32,128,,big,23.6028,21.745,0.9213,22.5803,21.0588,0.9684,0.9567,,,,,,,,,,,,
suite106,big09-b8l256,bytes.emb.1024|rnn.1024.tanh,8,256,,big,38.392,38.4168,1.0006,38.5916,26.0683,0.6786,1.0052,,,,,,,,,,,,
suite106,big10-b32l128,bits.4.oh+bp|gru.1024,32,128,,big,64.0164,56.748,0.8865,57.7736,57.1224,1.0066,0.9025,,,,,,,,,,,,
suite106,big10-b8l256,bits.4.oh+bp|gru.1024,8,256,,big,73.3778,73.63,1.0034,73.5109,73.1884,0.994,1.0018,,,,,,,,,,,,
suite106,big11-b32l128,bytes.emb.512|gru.512-gru.512,32,128,,big,42.444,37.3137,0.8791,37.7104,63.5401,1.7029,0.8885,,,,,,,,,,,,
suite106,big11-b8l256,bytes.emb.512|gru.512-gru.512,8,256,,big,65.021,65.2085,1.0029,65.1003,97.4597,1.4946,1.0012,,,,,,,,,,,,
suite106,big12-b32l128,bytes.emb.1024|msr.256.4,32,128,,big,9.8378,9.7627,0.9924,9.7729,9.8155,1.0054,0.9934,,,,,,,,,,,,
suite106,big12-b8l256,bytes.emb.1024|msr.256.4,8,256,,big,5.636,5.6395,1.0006,5.4611,5.2405,0.9292,0.969,,,,,,,,,,,,
suite106,big13-b32l128,bytes|lstm.1024,32,128,,big,73.2597,66.9071,0.9133,69.806,65.7604,0.9829,0.9529,,,,,,,,,,,,
suite106,big13-b8l256,bytes|lstm.1024,8,256,,big,98.1235,96.8069,0.9866,95.4734,85.4307,0.8825,0.973,,,,,,,,,,,,
suite106,big14-b32l128,"bytes.emb.512|split.add(rmsnorm-attn.512.8.64, pass)-split.add(rmsnorm-dense.2048.gelu-dense.512, pass)-split.add(rmsnorm-attn.512.8.64, pass)-split.add(rmsnorm-dense.2048.gelu-dense.512, pass)",32,128,,big,22.0374,24.6866,1.1202,21.8899,17.9116,0.7256,0.9933,,,,,,,,,,,,
suite106,big14-b8l256,"bytes.emb.512|split.add(rmsnorm-attn.512.8.64, pass)-split.add(rmsnorm-dense.2048.gelu-dense.512, pass)-split.add(rmsnorm-attn.512.8.64, pass)-split.add(rmsnorm-dense.2048.gelu-dense.512, pass)",8,256,,big,11.9385,12.0707,1.0111,11.9661,10.6065,0.8787,1.0023,,,,,,,,,,,,
suite106,big15-b32l128,bytes.emb.1024|gru.1024,32,128,,big,75.9495,73.3671,0.966,76.4536,74.7011,1.0182,1.0066,,,,,,,,,,,,
suite106,big15-b8l256,bytes.emb.1024|gru.1024,8,256,,big,79.6045,96.608,1.2136,79.5486,78.8766,0.8165,0.9993,,,,,,,,,,,,
suite106,big16-b32l128,bytes.emb.1024|lstm.1024,32,128,,big,66.7167,75.7549,1.1355,65.9784,61.4425,0.8111,0.9889,,,,,,,,,,,,
suite106,big16-b8l256,bytes.emb.1024|lstm.1024,8,256,,big,95.355,118.2796,1.2404,92.3184,85.8263,0.7256,0.9682,,,,,,,,,,,,
suite106,db00-b16l128,bits.1+bp|,16,128,,db,0.1443,0.2673,1.8524,0.149,0.1547,0.5788,1.0326,,,,,,,,,,,,
suite106,db00-b64l256,bits.1+bp|,64,256,,db,0.21,0.2161,1.029,0.2109,0.2139,0.9898,1.0043,,,,,,,,,,,,
suite106,db01-b256l512,bits.1+bp|dense.1.tanh-suffix.4,256,512,,db,1.3393,1.3322,0.9947,1.3481,1.3485,1.0122,1.0066,,,,,,,,,,,,
suite106,db01-b64l256,bits.1+bp|dense.1.tanh-suffix.4,64,256,,db,0.2371,0.2553,1.0768,0.2426,0.2456,0.962,1.0232,,,,,,,,,,,,
suite106,db02-b256l512,"bits.1+bp|split.cat(rnn.1.tanh, pass)-norm-dense.1.tanh-suffix.2",256,512,,db,3.4439,3.5026,1.017,3.4999,44.1279,12.5986,1.0163,,,,,,,,,,,,
suite106,db02-b4l1024,"bits.1+bp|split.cat(rnn.1.tanh, pass)-norm-dense.1.tanh-suffix.2",4,1024,,db,0.7928,0.793,1.0003,0.7904,72.7256,91.7095,0.997,,,,,,,,,,,,
suite106,db03-b128l128,"bits.1+bp|split.cat(mingru.1, pass)-norm-latent.2.2-suffix.2-dense.1.tanh",128,128,,db,1.1684,1.1614,0.994,1.1581,12.5875,10.8382,0.9912,,,,,,,,,,,,
suite106,db03-b4l1024,"bits.1+bp|split.cat(mingru.1, pass)-norm-latent.2.2-suffix.2-dense.1.tanh",4,1024,,db,0.8181,0.8194,1.0016,0.8175,74.0874,90.4166,0.9993,,,,,,,,,,,,
suite106,db04-b128l128,"tokens.32.fold.emb.1|split.add(dense.1.tanh, pass)",128,128,,db,0.2989,0.4035,1.3499,0.2999,0.3,0.7435,1.0033,,,,,,,,,,,,
suite106,db04-b16l128,"tokens.32.fold.emb.1|split.add(dense.1.tanh, pass)",16,128,,db,0.2239,0.2392,1.0683,0.2241,0.2304,0.9632,1.0009,,,,,,,,,,,,
suite106,db05-b16l128,bits.1+bp|mgru.4-dense.4.gelu-norm,16,128,,db,0.7124,0.7135,1.0015,0.7097,20.2438,28.3725,0.9962,,,,,,,,,,,,
suite106,db05-b64l256,bits.1+bp|mgru.4-dense.4.gelu-norm,64,256,,db,1.4443,1.4313,0.991,1.4396,37.2147,26.0006,0.9967,,,,,,,,,,,,
suite106,db06-b256l512,"bits.4.emb.4|rglru.2-norm-conv.4-split.mul(pass, dense.4)",256,512,,db,10.9753,11.3104,1.0305,11.0978,50.8999,4.5003,1.0112,,,,,,,,,,,,
suite106,db06-b64l256,"bits.4.emb.4|rglru.2-norm-conv.4-split.mul(pass, dense.4)",64,256,,db,1.4621,1.4536,0.9942,1.4554,21.1954,14.5813,0.9954,,,,,,,,,,,,
suite106,db07-b256l512,"tokens.32.fold.emb.4|split.add(lrnn.4.4, pass)",256,512,,db,16.0812,18.1345,1.1277,16.1197,307.9529,16.9816,1.0024,,,,,,,,,,,,
suite106,db07-b4l1024,"tokens.32.fold.emb.4|split.add(lrnn.4.4, pass)",4,1024,,db,24.243,24.2369,0.9997,24.2909,569.4445,23.4949,1.002,,,,,,,,,,,,
suite106,db08-b128l128,tokens.32.fold.oh|lrnn.4.4,128,128,,db,3.6722,3.6806,1.0023,3.6816,78.571,21.3473,1.0026,,,,,,,,,,,,
suite106,db08-b4l1024,tokens.32.fold.oh|lrnn.4.4,4,1024,,db,24.3209,30.254,1.244,24.3357,580.927,19.2017,1.0006,,,,,,,,,,,,
suite106,db09-b128l128,tokens.32.fold.emb.8|mingru.4-latent.8.2,128,128,,db,1.4031,1.4028,0.9998,1.4126,12.4419,8.8693,1.0068,,,,,,,,,,,,
suite106,db09-b16l128,tokens.32.fold.emb.8|mingru.4-latent.8.2,16,128,,db,0.3871,0.4179,1.0796,0.4011,12.1746,29.1328,1.0362,,,,,,,,,,,,
suite106,db10-b16l128,bits.4.oh+bp|lrnn.8.2-suffix.2-dense.8.gelu,16,128,,db,3.5158,3.5149,0.9997,3.5286,47.1546,13.4156,1.0036,,,,,,,,,,,,
suite106,db10-b64l256,bits.4.oh+bp|lrnn.8.2-suffix.2-dense.8.gelu,64,256,,db,7.4204,7.4533,1.0044,7.4411,91.0981,12.2225,1.0028,,,,,,,,,,,,
suite106,db11-b256l512,bits.4.oh+bp|rnn.16.gelu-dense.8.gelu-rmsnorm,256,512,,db,2.179,2.8485,1.3073,2.1902,63.2361,22.1998,1.0051,,,,,,,,,,,,
suite106,db11-b64l256,bits.4.oh+bp|rnn.16.gelu-dense.8.gelu-rmsnorm,64,256,,db,0.6351,0.6433,1.0129,0.6466,30.1933,46.935,1.0181,,,,,,,,,,,,
suite106,db12-b256l512,"bits.4.oh+bp|rnn.16.gelu-split.add(lrnn.16.4, pass)",256,512,,db,101.054,103.1619,1.0209,101.0338,384.5846,3.728,0.9998,,,,,,,,,,,,
suite106,db12-b4l1024,"bits.4.oh+bp|rnn.16.gelu-split.add(lrnn.16.4, pass)",4,1024,,db,135.927,137.2352,1.0096,135.4669,705.4293,5.1403,0.9966,,,,,,,,,,,,
suite106,db13-b128l128,"bits.4.oh+bp|split.mul(dense.4.tanh, dense.4)-rnn.32.gelu-dense.16.gelu-norm",128,128,,db,0.6443,0.6466,1.0036,0.6458,18.5227,28.6463,1.0023,,,,,,,,,,,,
suite106,db13-b4l1024,"bits.4.oh+bp|split.mul(dense.4.tanh, dense.4)-rnn.32.gelu-dense.16.gelu-norm",4,1024,,db,1.8785,1.872,0.9965,1.8766,109.5298,58.5095,0.999,,,,,,,,,,,,
suite106,db14-b128l128,bits.4.oh+bp|rnn.32.gelu-rnn.16.gelu-rmsnorm,128,128,,db,0.7359,0.7277,0.9889,0.7373,34.1132,46.8781,1.0019,,,,,,,,,,,,
suite106,db14-b16l128,bits.4.oh+bp|rnn.32.gelu-rnn.16.gelu-rmsnorm,16,128,,db,0.5606,0.5644,1.0068,0.5634,32.3457,57.3099,1.005,,,,,,,,,,,,
suite106,db15-b16l128,"bits.4.oh+bp|suffix.2-rnn.32.gelu-rnn.16.gelu-split.add(suffix.2-dense.16.gelu, pass)-dense.32.gelu",16,128,,db,0.6196,0.6305,1.0176,0.6268,33.3558,52.9037,1.0116,,,,,,,,,,,,
suite106,db15-b64l256,"bits.4.oh+bp|suffix.2-rnn.32.gelu-rnn.16.gelu-split.add(suffix.2-dense.16.gelu, pass)-dense.32.gelu",64,256,,db,1.2892,1.264,0.9805,1.2851,61.0664,48.312,0.9968,,,,,,,,,,,,
suite106,db16-b256l512,bits.4.oh+bp|mgru.32-dense.64.gelu,256,512,,db,4.4782,8.2548,1.8433,4.5148,91.0739,11.0328,1.0082,,,,,,,,,,,,
suite106,db16-b64l256,bits.4.oh+bp|mgru.32-dense.64.gelu,64,256,,db,1.0787,1.0622,0.9847,1.0793,39.0193,36.7344,1.0006,,,,,,,,,,,,
suite106,db17-b256l512,"bits.4.oh+bp|gru.16-mgru.32-split.cat(dense.64.gelu, pass)",256,512,,db,7.2848,12.0759,1.6577,7.3586,182.7513,15.1336,1.0101,,,,,,,,,,,,
suite106,db17-b4l1024,"bits.4.oh+bp|gru.16-mgru.32-split.cat(dense.64.gelu, pass)",4,1024,,db,5.696,5.6597,0.9936,5.7466,305.708,54.0149,1.0089,,,,,,,,,,,,
suite106,db18-b128l128,bits.4.oh+bp|mullstm.32-dense.128.gelu,128,128,,db,1.5925,1.5809,0.9927,1.5963,34.5967,21.8842,1.0024,,,,,,,,,,,,
suite106,db18-b4l1024,bits.4.oh+bp|mullstm.32-dense.128.gelu,4,1024,,db,7.2254,7.1781,0.9935,7.2324,228.9846,31.9004,1.001,,,,,,,,,,,,
suite106,db19-b128l128,bits.4.oh+bp|gru.64-dense.64.gelu-dense.16.gelu-norm,128,128,,db,1.6672,1.6425,0.9852,1.6713,25.7166,15.657,1.0025,,,,,,,,,,,,
suite106,db19-b16l128,bits.4.oh+bp|gru.64-dense.64.gelu-dense.16.gelu-norm,16,128,,db,1.163,1.1602,0.9976,1.1653,23.8523,20.5588,1.002,,,,,,,,,,,,
suite106,mid00-b16l256,bits.4.oh+bp|gru.128,16,256,,mid,4.622,4.5882,0.9927,4.671,44.4262,9.6827,1.0106,,,,,,,,,,,,
suite106,mid00-b64l128,bits.4.oh+bp|gru.128,64,128,,mid,2.6642,2.6474,0.9937,2.6825,24.9491,9.424,1.0069,,,,,,,,,,,,
suite106,mid01-b16l256,"bytes.emb.64|split.add(rmsnorm-attn.64.4.16, pass)-split.add(rmsnorm-dense.256.gelu-dense.64, pass)",16,256,,mid,1.6116,1.6187,1.0044,1.618,1.619,1.0002,1.004,,,,,,,,,,,,
suite106,mid01-b64l128,"bytes.emb.64|split.add(rmsnorm-attn.64.4.16, pass)-split.add(rmsnorm-dense.256.gelu-dense.64, pass)",64,128,,mid,2.0113,2.0235,1.0061,2.0166,2.0169,0.9967,1.0026,,,,,,,,,,,,
suite106,mid02-b16l256,bytes.emb.128|rnn.128.tanh,16,256,,mid,1.3292,1.3206,0.9935,1.344,21.5342,16.3064,1.0111,,,,,,,,,,,,
suite106,mid02-b64l128,bytes.emb.128|rnn.128.tanh,64,128,,mid,1.141,1.125,0.986,1.1385,12.5515,11.1569,0.9978,,,,,,,,,,,,
suite106,mid03-b16l256,bits.4.oh+bp|lstm.128,16,256,,mid,7.3017,7.2836,0.9975,7.3597,48.5644,6.6676,1.0079,,,,,,,,,,,,
suite106,mid03-b64l128,bits.4.oh+bp|lstm.128,64,128,,mid,3.9924,3.9808,0.9971,4.0156,26.9769,6.7768,1.0058,,,,,,,,,,,,
suite106,mid04-b16l256,bytes.emb.128|gru.128,16,256,,mid,4.8957,4.8621,0.9931,4.9391,45.1104,9.278,1.0089,,,,,,,,,,,,
suite106,mid04-b64l128,bytes.emb.128|gru.128,64,128,,mid,3.1208,3.1002,0.9934,3.1366,25.5923,8.255,1.0051,,,,,,,,,,,,
suite106,mid05-b16l256,bytes.emb.256|attn.256.4.64,16,256,,mid,1.9435,1.9462,1.0014,1.9435,1.9375,0.9955,1.0,,,,,,,,,,,,
suite106,mid05-b64l128,bytes.emb.256|attn.256.4.64,64,128,,mid,2.6271,2.638,1.0041,2.6337,2.6411,1.0012,1.0025,,,,,,,,,,,,
suite106,mid06-b16l256,bytes.emb.128|gru.128-gru.128,16,256,,mid,9.4927,9.4502,0.9955,9.5584,89.5431,9.4753,1.0069,,,,,,,,,,,,
suite106,mid06-b64l128,bytes.emb.128|gru.128-gru.128,64,128,,mid,5.8901,5.8558,0.9942,5.9235,50.9589,8.7023,1.0057,,,,,,,,,,,,
suite106,mid07-b16l256,bytes.emb.256|msr.64.4,16,256,,mid,1.6829,1.7033,1.0121,1.6909,1.647,0.9669,1.0048,,,,,,,,,,,,
suite106,mid07-b64l128,bytes.emb.256|msr.64.4,64,128,,mid,2.944,2.9625,1.0063,2.9573,2.9895,1.0091,1.0045,,,,,,,,,,,,
suite106,mid08-b16l256,bytes.emb.256|mgru.256,16,256,,mid,7.0516,7.0215,0.9957,7.1069,42.2266,6.0139,1.0078,,,,,,,,,,,,
suite106,mid08-b64l128,bytes.emb.256|mgru.256,64,128,,mid,4.7522,4.6991,0.9888,4.7345,24.3567,5.1833,0.9963,,,,,,,,,,,,
suite106,mid09-b16l256,bytes.emb.256|gru.256,16,256,,mid,12.7085,12.6999,0.9993,12.7791,46.7905,3.6843,1.0056,,,,,,,,,,,,
suite106,mid09-b64l128,bytes.emb.256|gru.256,64,128,,mid,8.1724,8.0382,0.9836,8.158,27.5147,3.423,0.9982,,,,,,,,,,,,
suite106,mid10-b16l256,"bytes.emb.256|split.add(gru.256, pass)",16,256,,mid,12.7527,12.6912,0.9952,12.8272,46.9423,3.6988,1.0058,,,,,,,,,,,,
suite106,mid10-b64l128,"bytes.emb.256|split.add(gru.256, pass)",64,128,,mid,8.1723,8.033,0.983,8.1663,27.6508,3.4422,0.9993,,,,,,,,,,,,
suite106,mid11-b16l256,bytes.emb.256|conv.4-gru.256,16,256,,mid,12.9874,12.9929,1.0004,13.0636,47.5888,3.6627,1.0059,,,,,,,,,,,,
suite106,mid11-b64l128,bytes.emb.256|conv.4-gru.256,64,128,,mid,9.0959,8.5012,0.9346,8.6253,28.8651,3.3954,0.9483,,,,,,,,,,,,
suite106,mid12-b16l256,bytes.emb.256|lstm.256,16,256,,mid,17.2703,17.5422,1.0157,17.3441,50.5099,2.8793,1.0043,,,,,,,,,,,,
suite106,mid12-b64l128,bytes.emb.256|lstm.256,64,128,,mid,11.4778,11.3001,0.9845,10.7192,29.8647,2.6429,0.9339,,,,,,,,,,,,
suite106,mid13-b16l256,bytes.emb.512|attn.512.8.64,16,256,,mid,4.2641,4.0683,0.9541,4.1882,4.1023,1.0084,0.9822,,,,,,,,,,,,
suite106,mid13-b64l128,bytes.emb.512|attn.512.8.64,64,128,,mid,6.8358,6.2126,0.9088,6.7847,6.2666,1.0087,0.9925,,,,,,,,,,,,
suite106,mid14-b16l256,bytes.emb.512|lrnn.512.2,16,256,,mid,112.2501,103.2889,0.9202,99.5836,99.4008,0.9624,0.8872,,,,,,,,,,,,
suite106,mid14-b64l128,bytes.emb.512|lrnn.512.2,64,128,,mid,53.5649,52.7747,0.9852,55.8211,56.1513,1.064,1.0421,,,,,,,,,,,,
suite106,synth-matlstm-a,tokens.32.shift.emb.8|lrnn.8.4-matlstm.8,64,32,,synth,15.6703,15.2204,0.9713,16.4427,37.9021,2.4902,1.0493,,,,,,,,,,,,
suite106,synth-matlstm-b,bits.4.oh+bp|matlstm.32-dense.32.gelu,32,128,,synth,52.4815,52.1683,0.994,53.5421,53.7382,1.0301,1.0202,,,,,,,,,,,,
topconfs,tc000-w5,bits.1+bp|,64,64,5,0-100,0.1735,,,0.169,0.1659,,0.9741,0.1561,0.156,0.1659,1.0628,0.0995,0.0933,0.9377,ok,False,,,
topconfs,tc001-w7,bits.1+bp|dense.1.gelu,2,32768,7,0-100,0.6488,,,0.6512,0.6484,,1.0037,0.6411,0.6266,0.6312,0.9846,0.4749,0.4593,0.9672,ok,False,,,
topconfs,tc002-w8,bits.1+bp|dense.1.tanh-suffix.2,16,64,8,0-100,0.2333,,,0.2187,0.2221,,0.9374,0.2019,0.2031,0.2126,1.053,0.0365,0.0366,1.0027,ok,False,,,
topconfs,tc003-w10,bits.1+bp|dense.1.tanh-suffix.4,2,512,10,0-100,0.2345,,,0.2233,0.2257,,0.9522,0.2097,0.2106,0.2499,1.1917,0.0113,0.0117,1.0354,ok,False,,,
topconfs,tc004-w11,bits.1+bp|rnn.1.tanh-suffix.4,1,512,11,0-100,0.347,,,0.3484,36.7458,,1.004,0.3407,0.3398,0.3471,1.0188,0.0206,0.0179,0.8689,ok,False,,,
topconfs,tc005-w12,bits.1+bp|dense.1.tanh-suffix.4-dense.1.tanh,4,2048,12,0-100,0.2662,,,0.2704,0.2774,,1.0158,0.2589,0.2639,0.31,1.1974,0.1128,0.1138,1.0089,ok,False,,,
topconfs,tc006-w13,bits.1+bp|rnn.1.tanh-suffix.4-dense.1.tanh,16,256,13,0-100,0.3472,,,0.3511,19.8643,,1.0112,0.3361,0.3367,0.3757,1.1178,0.0847,0.0833,0.9835,ok,False,,,
topconfs,tc007-w14,bits.1+bp|mgru.1,1024,64,14,0-100,0.3181,,,0.3339,9.6278,,1.0497,0.3069,0.3298,0.3636,1.1848,0.7585,0.7504,0.9893,ok,True,,,
topconfs,tc008-w15,"bits.1+bp|split.cat(rnn.1.tanh, pass)-norm-dense.1.tanh-suffix.2",8,512,15,0-100,0.5095,,,0.5202,37.37,,1.021,0.5009,0.5042,0.4823,0.9629,0.1138,0.112,0.9842,ok,False,,,
topconfs,tc009-w16,"bits.1+bp|split.add(split.add(split.add(rnn.1.gelu, pass)-norm, pass), pass)-norm-dense.1.tanh-split.add(suffix.2-dense.1.tanh, pass)",4,1024,16,0-100,1.0232,,,1.0363,106.3492,,1.0128,1.0286,1.0267,1.0313,1.0026,0.1638,0.1569,0.9579,ok,False,,,
topconfs,tc010-w17,"bits.1+bp|split.cat(rnn.1.tanh, pass)-norm-dense.1.tanh-split.add(suffix.2-dense.1.tanh, pass)",16,512,17,0-100,0.6369,,,0.6372,37.6057,,1.0005,0.6344,0.6367,0.6083,0.9589,0.2455,0.2413,0.9829,ok,False,,,
topconfs,tc011-w18,"bits.1+bp|split.add(mingru.1, pass)-norm-dense.1.tanh-suffix.2",4,256,18,0-100,0.3345,,,0.3369,19.985,,1.0072,0.3258,0.3339,0.3845,1.1802,0.0333,0.0312,0.9369,ok,False,,,
topconfs,tc012-w20,"bits.1+bp|split.add(mingru.1, pass)-norm-dense.1.tanh-split.add(suffix.2-dense.1.tanh, pass)",32,512,20,0-100,0.5767,,,0.5824,38.6552,,1.0099,0.5765,0.5765,0.5652,0.9804,0.4955,0.4852,0.9792,ok,False,,,
topconfs,tc013-w22,"bits.1+bp|split.add(mingru.1, pass)-norm-dense.1.tanh-split.add(suffix.4-dense.1.tanh, pass)",1,1024,22,0-100,0.5102,,,0.5183,72.7678,,1.0159,0.5199,0.5212,0.5251,1.01,0.0397,0.0365,0.9194,ok,False,,,
topconfs,tc014-w23,"bits.1+bp|split.add(mingru.1, pass)-norm-dense.1.tanh-split.cat(suffix.4-dense.1.tanh, pass)",1,2048,23,0-100,0.866,,,0.8681,143.4042,,1.0024,0.8705,0.8715,0.8749,1.0051,0.0778,0.0756,0.9717,ok,False,,,
